file_name,language_code,language,speaker_id,gender,age_raw,age_years,age_months,question_number,response_type_code,response_type,bpm,extension
En042F220441R151.ogg,En,English,42,F,2204,22,4,41,R,Reading,151,ogg
En042F220442R150.ogg,En,English,42,F,2204,22,4,42,R,Reading,150,ogg
En042F220443A148.ogg,En,English,42,F,2204,22,4,43,A,Answering,148,ogg
En042F220444A150.ogg,En,English,42,F,2204,22,4,44,A,Answering,150,ogg
En042F220445A148.ogg,En,English,42,F,2204,22,4,45,A,Answering,148,ogg
En042F220446V130.ogg,En,English,42,F,2204,22,4,46,V,AfterVideo,130,ogg
En042F220447A125.ogg,En,English,42,F,2204,22,4,47,A,Answering,125,ogg
En042F220448V128.ogg,En,English,42,F,2204,22,4,48,V,AfterVideo,128,ogg
En042F220452V111.ogg,En,English,42,F,2204,22,4,52,V,AfterVideo,111,ogg
En042F220453V122.ogg,En,English,42,F,2204,22,4,53,V,AfterVideo,122,ogg
En042F220454V111.ogg,En,English,42,F,2204,22,4,54,V,AfterVideo,111,ogg
En042F220455V129.ogg,En,English,42,F,2204,22,4,55,V,AfterVideo,129,ogg
En042F220456V131.ogg,En,English,42,F,2204,22,4,56,V,AfterVideo,131,ogg
En042F220457V117.ogg,En,English,42,F,2204,22,4,57,V,AfterVideo,117,ogg
En042F220458V115.ogg,En,English,42,F,2204,22,4,58,V,AfterVideo,115,ogg
En042F220459V114.ogg,En,English,42,F,2204,22,4,59,V,AfterVideo,114,ogg
En042F220460V120.ogg,En,English,42,F,2204,22,4,60,V,AfterVideo,120,ogg
En042F220461V117.ogg,En,English,42,F,2204,22,4,61,V,AfterVideo,117,ogg
En042F220462V114.ogg,En,English,42,F,2204,22,4,62,V,AfterVideo,114,ogg
En042F220463V112.ogg,En,English,42,F,2204,22,4,63,V,AfterVideo,112,ogg
En042F220464V119.ogg,En,English,42,F,2204,22,4,64,V,AfterVideo,119,ogg
En042F220465V114.ogg,En,English,42,F,2204,22,4,65,V,AfterVideo,114,ogg
En042F220466V110.ogg,En,English,42,F,2204,22,4,66,V,AfterVideo,110,ogg
En042F220467V110.ogg,En,English,42,F,2204,22,4,67,V,AfterVideo,110,ogg
En043M200001A085.ogg,En,English,43,M,2000,20,0,1,A,Answering,85,ogg
En043M200002A085.ogg,En,English,43,M,2000,20,0,2,A,Answering,85,ogg
En043M200003A079.ogg,En,English,43,M,2000,20,0,3,A,Answering,79,ogg
En043M200004A084.ogg,En,English,43,M,2000,20,0,4,A,Answering,84,ogg
En043M200005A079.ogg,En,English,43,M,2000,20,0,5,A,Answering,79,ogg
En043M200006A083.ogg,En,English,43,M,2000,20,0,6,A,Answering,83,ogg
En043M200007A090.ogg,En,English,43,M,2000,20,0,7,A,Answering,90,ogg
En043M200008A086.ogg,En,English,43,M,2000,20,0,8,A,Answering,86,ogg
En043M200009A082.ogg,En,English,43,M,2000,20,0,9,A,Answering,82,ogg
En043M200010A086.ogg,En,English,43,M,2000,20,0,10,A,Answering,86,ogg
En043M200011A085.ogg,En,English,43,M,2000,20,0,11,A,Answering,85,ogg
En043M200012A085.ogg,En,English,43,M,2000,20,0,12,A,Answering,85,ogg
En043M200013A085.ogg,En,English,43,M,2000,20,0,13,A,Answering,85,ogg
En043M200014A078.ogg,En,English,43,M,2000,20,0,14,A,Answering,78,ogg
En043M200015A083.ogg,En,English,43,M,2000,20,0,15,A,Answering,83,ogg
En043M200016A084.ogg,En,English,43,M,2000,20,0,16,A,Answering,84,ogg
En043M200017R090.ogg,En,English,43,M,2000,20,0,17,R,Reading,90,ogg
En043M200018R084.ogg,En,English,43,M,2000,20,0,18,R,Reading,84,ogg
En043M200019R086.ogg,En,English,43,M,2000,20,0,19,R,Reading,86,ogg
En043M200020R081.ogg,En,English,43,M,2000,20,0,20,R,Reading,81,ogg
En043M200021R088.ogg,En,English,43,M,2000,20,0,21,R,Reading,88,ogg
En043M200022R083.ogg,En,English,43,M,2000,20,0,22,R,Reading,83,ogg
En043M200023R088.ogg,En,English,43,M,2000,20,0,23,R,Reading,88,ogg
En043M200024R091.ogg,En,English,43,M,2000,20,0,24,R,Reading,91,ogg
En043M200025R088.ogg,En,English,43,M,2000,20,0,25,R,Reading,88,ogg
En043M200026R089.ogg,En,English,43,M,2000,20,0,26,R,Reading,89,ogg
En043M200027R083.ogg,En,English,43,M,2000,20,0,27,R,Reading,83,ogg
En043M200028R090.ogg,En,English,43,M,2000,20,0,28,R,Reading,90,ogg
En043M200029R085.ogg,En,English,43,M,2000,20,0,29,R,Reading,85,ogg
En043M200030R087.ogg,En,English,43,M,2000,20,0,30,R,Reading,87,ogg
En043M200031A086.ogg,En,English,43,M,2000,20,0,31,A,Answering,86,ogg
En043M200032A091.ogg,En,English,43,M,2000,20,0,32,A,Answering,91,ogg
En043M200033A087.ogg,En,English,43,M,2000,20,0,33,A,Answering,87,ogg
En043M200034A089.ogg,En,English,43,M,2000,20,0,34,A,Answering,89,ogg
En043M200035A090.ogg,En,English,43,M,2000,20,0,35,A,Answering,90,ogg
En043M200036A088.ogg,En,English,43,M,2000,20,0,36,A,Answering,88,ogg
En043M200037A132.ogg,En,English,43,M,2000,20,0,37,A,Answering,132,ogg
En043M200038A122.ogg,En,English,43,M,2000,20,0,38,A,Answering,122,ogg
En043M200039A116.ogg,En,English,43,M,2000,20,0,39,A,Answering,116,ogg
En043M200040R109.ogg,En,English,43,M,2000,20,0,40,R,Reading,109,ogg
En043M200041R105.ogg,En,English,43,M,2000,20,0,41,R,Reading,105,ogg
En043M200042R098.ogg,En,English,43,M,2000,20,0,42,R,Reading,98,ogg
En043M200043A098.ogg,En,English,43,M,2000,20,0,43,A,Answering,98,ogg
En043M200044A094.ogg,En,English,43,M,2000,20,0,44,A,Answering,94,ogg
En043M200045A089.ogg,En,English,43,M,2000,20,0,45,A,Answering,89,ogg
En043M200046V079.ogg,En,English,43,M,2000,20,0,46,V,AfterVideo,79,ogg
En043M200047V081.ogg,En,English,43,M,2000,20,0,47,V,AfterVideo,81,ogg
En043M200048V080.ogg,En,English,43,M,2000,20,0,48,V,AfterVideo,80,ogg
En043M200049V085.ogg,En,English,43,M,2000,20,0,49,V,AfterVideo,85,ogg
En043M200050V085.ogg,En,English,43,M,2000,20,0,50,V,AfterVideo,85,ogg
En043M200051V080.ogg,En,English,43,M,2000,20,0,51,V,AfterVideo,80,ogg
En043M200052V088.ogg,En,English,43,M,2000,20,0,52,V,AfterVideo,88,ogg
En043M200053V082.ogg,En,English,43,M,2000,20,0,53,V,AfterVideo,82,ogg
En043M200054V079.ogg,En,English,43,M,2000,20,0,54,V,AfterVideo,79,ogg
En043M200055V097.ogg,En,English,43,M,2000,20,0,55,V,AfterVideo,97,ogg
En043M200056V094.ogg,En,English,43,M,2000,20,0,56,V,AfterVideo,94,ogg
En043M200057V089.ogg,En,English,43,M,2000,20,0,57,V,AfterVideo,89,ogg
En043M200058V084.ogg,En,English,43,M,2000,20,0,58,V,AfterVideo,84,ogg
En043M200059V082.ogg,En,English,43,M,2000,20,0,59,V,AfterVideo,82,ogg
En043M200060V072.ogg,En,English,43,M,2000,20,0,60,V,AfterVideo,72,ogg
En043M200061V079.ogg,En,English,43,M,2000,20,0,61,V,AfterVideo,79,ogg
En043M200062V077.ogg,En,English,43,M,2000,20,0,62,V,AfterVideo,77,ogg
En043M200063V071.ogg,En,English,43,M,2000,20,0,63,V,AfterVideo,71,ogg
En043M200064V078.ogg,En,English,43,M,2000,20,0,64,V,AfterVideo,78,ogg
En043M200065V074.ogg,En,English,43,M,2000,20,0,65,V,AfterVideo,74,ogg
En043M200066V073.ogg,En,English,43,M,2000,20,0,66,V,AfterVideo,73,ogg
En043M200067V072.ogg,En,English,43,M,2000,20,0,67,V,AfterVideo,72,ogg
En044M200901A063.ogg,En,English,44,M,2009,20,9,1,A,Answering,63,ogg
En044M200902A060.ogg,En,English,44,M,2009,20,9,2,A,Answering,60,ogg
En044M200903A061.ogg,En,English,44,M,2009,20,9,3,A,Answering,61,ogg
En044M200904A060.ogg,En,English,44,M,2009,20,9,4,A,Answering,60,ogg
En044M200905A060.ogg,En,English,44,M,2009,20,9,5,A,Answering,60,ogg
En044M200906A063.ogg,En,English,44,M,2009,20,9,6,A,Answering,63,ogg
En044M200907A061.ogg,En,English,44,M,2009,20,9,7,A,Answering,61,ogg
En044M200908A060.ogg,En,English,44,M,2009,20,9,8,A,Answering,60,ogg
En044M200909A063.ogg,En,English,44,M,2009,20,9,9,A,Answering,63,ogg
En044M200910A066.ogg,En,English,44,M,2009,20,9,10,A,Answering,66,ogg
En044M200911A065.ogg,En,English,44,M,2009,20,9,11,A,Answering,65,ogg
En044M200912A064.ogg,En,English,44,M,2009,20,9,12,A,Answering,64,ogg
En044M200913A062.ogg,En,English,44,M,2009,20,9,13,A,Answering,62,ogg
En044M200914A062.ogg,En,English,44,M,2009,20,9,14,A,Answering,62,ogg
En044M200915A061.ogg,En,English,44,M,2009,20,9,15,A,Answering,61,ogg
En044M200916A059.ogg,En,English,44,M,2009,20,9,16,A,Answering,59,ogg
En044M200917R060.ogg,En,English,44,M,2009,20,9,17,R,Reading,60,ogg
En044M200918R061.ogg,En,English,44,M,2009,20,9,18,R,Reading,61,ogg
En044M200919R062.ogg,En,English,44,M,2009,20,9,19,R,Reading,62,ogg
En044M200920R066.ogg,En,English,44,M,2009,20,9,20,R,Reading,66,ogg
En044M200921R064.ogg,En,English,44,M,2009,20,9,21,R,Reading,64,ogg
En044M200922R062.ogg,En,English,44,M,2009,20,9,22,R,Reading,62,ogg
En044M200923R063.ogg,En,English,44,M,2009,20,9,23,R,Reading,63,ogg
En044M200924R064.ogg,En,English,44,M,2009,20,9,24,R,Reading,64,ogg
En044M200925R063.ogg,En,English,44,M,2009,20,9,25,R,Reading,63,ogg
En044M200926R065.ogg,En,English,44,M,2009,20,9,26,R,Reading,65,ogg
En044M200927R066.ogg,En,English,44,M,2009,20,9,27,R,Reading,66,ogg
En044M200928R068.ogg,En,English,44,M,2009,20,9,28,R,Reading,68,ogg
En044M200929R068.ogg,En,English,44,M,2009,20,9,29,R,Reading,68,ogg
En044M200930R067.ogg,En,English,44,M,2009,20,9,30,R,Reading,67,ogg
En044M200931R065.ogg,En,English,44,M,2009,20,9,31,R,Reading,65,ogg
En044M200932R066.ogg,En,English,44,M,2009,20,9,32,R,Reading,66,ogg
En044M200933R064.ogg,En,English,44,M,2009,20,9,33,R,Reading,64,ogg
En044M200934R064.ogg,En,English,44,M,2009,20,9,34,R,Reading,64,ogg
En044M200935R064.ogg,En,English,44,M,2009,20,9,35,R,Reading,64,ogg
En044M200936R061.ogg,En,English,44,M,2009,20,9,36,R,Reading,61,ogg
En044M200937A120.ogg,En,English,44,M,2009,20,9,37,A,Answering,120,ogg
En044M200938A113.ogg,En,English,44,M,2009,20,9,38,A,Answering,113,ogg
En044M200939A115.ogg,En,English,44,M,2009,20,9,39,A,Answering,115,ogg
En044M200940R104.ogg,En,English,44,M,2009,20,9,40,R,Reading,104,ogg
En044M200941R095.ogg,En,English,44,M,2009,20,9,41,R,Reading,95,ogg
En044M200942R099.ogg,En,English,44,M,2009,20,9,42,R,Reading,99,ogg
En044M200943A093.ogg,En,English,44,M,2009,20,9,43,A,Answering,93,ogg
En044M200944A090.ogg,En,English,44,M,2009,20,9,44,A,Answering,90,ogg
En044M200945A096.ogg,En,English,44,M,2009,20,9,45,A,Answering,96,ogg
En044M200946V070.ogg,En,English,44,M,2009,20,9,46,V,AfterVideo,70,ogg
En044M200947V065.ogg,En,English,44,M,2009,20,9,47,V,AfterVideo,65,ogg
En044M200948V064.ogg,En,English,44,M,2009,20,9,48,V,AfterVideo,64,ogg
En044M200949V066.ogg,En,English,44,M,2009,20,9,49,V,AfterVideo,66,ogg
En044M200950V066.ogg,En,English,44,M,2009,20,9,50,V,AfterVideo,66,ogg
En044M200951V068.ogg,En,English,44,M,2009,20,9,51,V,AfterVideo,68,ogg
En044M200952V069.ogg,En,English,44,M,2009,20,9,52,V,AfterVideo,69,ogg
En044M200953V069.ogg,En,English,44,M,2009,20,9,53,V,AfterVideo,69,ogg
En044M200954V069.ogg,En,English,44,M,2009,20,9,54,V,AfterVideo,69,ogg
En044M200955V074.ogg,En,English,44,M,2009,20,9,55,V,AfterVideo,74,ogg
En044M200956V072.ogg,En,English,44,M,2009,20,9,56,V,AfterVideo,72,ogg
En044M200957V068.ogg,En,English,44,M,2009,20,9,57,V,AfterVideo,68,ogg
En044M200958V073.ogg,En,English,44,M,2009,20,9,58,V,AfterVideo,73,ogg
En044M200959V070.ogg,En,English,44,M,2009,20,9,59,V,AfterVideo,70,ogg
En044M200960V068.ogg,En,English,44,M,2009,20,9,60,V,AfterVideo,68,ogg
En044M200961V070.ogg,En,English,44,M,2009,20,9,61,V,AfterVideo,70,ogg
En044M200962V061.ogg,En,English,44,M,2009,20,9,62,V,AfterVideo,61,ogg
En044M200963V063.ogg,En,English,44,M,2009,20,9,63,V,AfterVideo,63,ogg
En044M200964V064.ogg,En,English,44,M,2009,20,9,64,V,AfterVideo,64,ogg
En044M200965V065.ogg,En,English,44,M,2009,20,9,65,V,AfterVideo,65,ogg
En044M200966V067.ogg,En,English,44,M,2009,20,9,66,V,AfterVideo,67,ogg
En044M200967V066.ogg,En,English,44,M,2009,20,9,67,V,AfterVideo,66,ogg
En045M200801A120.ogg,En,English,45,M,2008,20,8,1,A,Answering,120,ogg
En045M200802A125.ogg,En,English,45,M,2008,20,8,2,A,Answering,125,ogg
En045M200803A124.ogg,En,English,45,M,2008,20,8,3,A,Answering,124,ogg
En045M200804A129.ogg,En,English,45,M,2008,20,8,4,A,Answering,129,ogg
En045M200805A113.ogg,En,English,45,M,2008,20,8,5,A,Answering,113,ogg
En045M200806A124.ogg,En,English,45,M,2008,20,8,6,A,Answering,124,ogg
En045M200807A114.ogg,En,English,45,M,2008,20,8,7,A,Answering,114,ogg
En045M200808A116.ogg,En,English,45,M,2008,20,8,8,A,Answering,116,ogg
En045M200809A120.ogg,En,English,45,M,2008,20,8,9,A,Answering,120,ogg
En045M200810A116.ogg,En,English,45,M,2008,20,8,10,A,Answering,116,ogg
En045M200811A115.ogg,En,English,45,M,2008,20,8,11,A,Answering,115,ogg
En045M200812A112.ogg,En,English,45,M,2008,20,8,12,A,Answering,112,ogg
En045M200813A113.ogg,En,English,45,M,2008,20,8,13,A,Answering,113,ogg
En045M200814A110.ogg,En,English,45,M,2008,20,8,14,A,Answering,110,ogg
En045M200815A108.ogg,En,English,45,M,2008,20,8,15,A,Answering,108,ogg
En045M200816A110.ogg,En,English,45,M,2008,20,8,16,A,Answering,110,ogg
En045M200817R109.ogg,En,English,45,M,2008,20,8,17,R,Reading,109,ogg
En045M200818R118.ogg,En,English,45,M,2008,20,8,18,R,Reading,118,ogg
En045M200819R113.ogg,En,English,45,M,2008,20,8,19,R,Reading,113,ogg
En045M200820R117.ogg,En,English,45,M,2008,20,8,20,R,Reading,117,ogg
En045M200821R113.ogg,En,English,45,M,2008,20,8,21,R,Reading,113,ogg
En045M200822R113.ogg,En,English,45,M,2008,20,8,22,R,Reading,113,ogg
En045M200823R114.ogg,En,English,45,M,2008,20,8,23,R,Reading,114,ogg
En045M200824R116.ogg,En,English,45,M,2008,20,8,24,R,Reading,116,ogg
En045M200825R118.ogg,En,English,45,M,2008,20,8,25,R,Reading,118,ogg
En045M200826R113.ogg,En,English,45,M,2008,20,8,26,R,Reading,113,ogg
En045M200827R120.ogg,En,English,45,M,2008,20,8,27,R,Reading,120,ogg
En045M200828R115.ogg,En,English,45,M,2008,20,8,28,R,Reading,115,ogg
En045M200829R119.ogg,En,English,45,M,2008,20,8,29,R,Reading,119,ogg
En045M200830R117.ogg,En,English,45,M,2008,20,8,30,R,Reading,117,ogg
En045M200831A120.ogg,En,English,45,M,2008,20,8,31,A,Answering,120,ogg
En045M200832A111.ogg,En,English,45,M,2008,20,8,32,A,Answering,111,ogg
En045M200833A110.ogg,En,English,45,M,2008,20,8,33,A,Answering,110,ogg
En045M200834A097.ogg,En,English,45,M,2008,20,8,34,A,Answering,97,ogg
En045M200835A110.ogg,En,English,45,M,2008,20,8,35,A,Answering,110,ogg
En045M200836A112.ogg,En,English,45,M,2008,20,8,36,A,Answering,112,ogg
En045M200837A168.ogg,En,English,45,M,2008,20,8,37,A,Answering,168,ogg
En045M200838A165.ogg,En,English,45,M,2008,20,8,38,A,Answering,165,ogg
En045M200839A164.ogg,En,English,45,M,2008,20,8,39,A,Answering,164,ogg
En045M200840R157.ogg,En,English,45,M,2008,20,8,40,R,Reading,157,ogg
En045M200841R154.ogg,En,English,45,M,2008,20,8,41,R,Reading,154,ogg
En045M200842R151.ogg,En,English,45,M,2008,20,8,42,R,Reading,151,ogg
En045M200843A145.ogg,En,English,45,M,2008,20,8,43,A,Answering,145,ogg
En045M200844A142.ogg,En,English,45,M,2008,20,8,44,A,Answering,142,ogg
En045M200845A144.ogg,En,English,45,M,2008,20,8,45,A,Answering,144,ogg
En045M200846V134.ogg,En,English,45,M,2008,20,8,46,V,AfterVideo,134,ogg
En045M200847V128.ogg,En,English,45,M,2008,20,8,47,V,AfterVideo,128,ogg
En045M200848V125.ogg,En,English,45,M,2008,20,8,48,V,AfterVideo,125,ogg
En045M200849V123.ogg,En,English,45,M,2008,20,8,49,V,AfterVideo,123,ogg
En045M200850V128.ogg,En,English,45,M,2008,20,8,50,V,AfterVideo,128,ogg
En045M200851V124.ogg,En,English,45,M,2008,20,8,51,V,AfterVideo,124,ogg
En045M200853V126.ogg,En,English,45,M,2008,20,8,53,V,AfterVideo,126,ogg
En045M200854V122.ogg,En,English,45,M,2008,20,8,54,V,AfterVideo,122,ogg
En045M200855V133.ogg,En,English,45,M,2008,20,8,55,V,AfterVideo,133,ogg
En045M200857V120.ogg,En,English,45,M,2008,20,8,57,V,AfterVideo,120,ogg
En045M200858V119.ogg,En,English,45,M,2008,20,8,58,V,AfterVideo,119,ogg
En045M200859V123.ogg,En,English,45,M,2008,20,8,59,V,AfterVideo,123,ogg
En045M200860V120.ogg,En,English,45,M,2008,20,8,60,V,AfterVideo,120,ogg
En045M200861V121.ogg,En,English,45,M,2008,20,8,61,V,AfterVideo,121,ogg
En045M200862V117.ogg,En,English,45,M,2008,20,8,62,V,AfterVideo,117,ogg
En045M200863V111.ogg,En,English,45,M,2008,20,8,63,V,AfterVideo,111,ogg
En045M200864V117.ogg,En,English,45,M,2008,20,8,64,V,AfterVideo,117,ogg
En045M200865V109.ogg,En,English,45,M,2008,20,8,65,V,AfterVideo,109,ogg
En045M200866V111.ogg,En,English,45,M,2008,20,8,66,V,AfterVideo,111,ogg
En045M200867V111.ogg,En,English,45,M,2008,20,8,67,V,AfterVideo,111,ogg
En046M210801A104.ogg,En,English,46,M,2108,21,8,1,A,Answering,104,ogg
En046M210802A105.ogg,En,English,46,M,2108,21,8,2,A,Answering,105,ogg
En046M210803A097.ogg,En,English,46,M,2108,21,8,3,A,Answering,97,ogg
En046M210804A101.ogg,En,English,46,M,2108,21,8,4,A,Answering,101,ogg
En046M210805A099.ogg,En,English,46,M,2108,21,8,5,A,Answering,99,ogg
En046M210806A098.ogg,En,English,46,M,2108,21,8,6,A,Answering,98,ogg
En046M210807A099.ogg,En,English,46,M,2108,21,8,7,A,Answering,99,ogg
En046M210808A099.ogg,En,English,46,M,2108,21,8,8,A,Answering,99,ogg
En046M210809A093.ogg,En,English,46,M,2108,21,8,9,A,Answering,93,ogg
En046M210810A099.ogg,En,English,46,M,2108,21,8,10,A,Answering,99,ogg
En046M210811A100.ogg,En,English,46,M,2108,21,8,11,A,Answering,100,ogg
En046M210812A101.ogg,En,English,46,M,2108,21,8,12,A,Answering,101,ogg
En046M210813A100.ogg,En,English,46,M,2108,21,8,13,A,Answering,100,ogg
En046M210814A098.ogg,En,English,46,M,2108,21,8,14,A,Answering,98,ogg
En046M210815A094.ogg,En,English,46,M,2108,21,8,15,A,Answering,94,ogg
En046M210816A095.ogg,En,English,46,M,2108,21,8,16,A,Answering,95,ogg
En046M210817R102.ogg,En,English,46,M,2108,21,8,17,R,Reading,102,ogg
En046M210818R103.ogg,En,English,46,M,2108,21,8,18,R,Reading,103,ogg
En046M210819R103.ogg,En,English,46,M,2108,21,8,19,R,Reading,103,ogg
En046M210820R095.ogg,En,English,46,M,2108,21,8,20,R,Reading,95,ogg
En046M210821R100.ogg,En,English,46,M,2108,21,8,21,R,Reading,100,ogg
En046M210822R099.ogg,En,English,46,M,2108,21,8,22,R,Reading,99,ogg
En046M210823R099.ogg,En,English,46,M,2108,21,8,23,R,Reading,99,ogg
En046M210824R093.ogg,En,English,46,M,2108,21,8,24,R,Reading,93,ogg
En046M210825R096.ogg,En,English,46,M,2108,21,8,25,R,Reading,96,ogg
En046M210827R100.ogg,En,English,46,M,2108,21,8,27,R,Reading,100,ogg
En046M210828R098.ogg,En,English,46,M,2108,21,8,28,R,Reading,98,ogg
En046M210829R093.ogg,En,English,46,M,2108,21,8,29,R,Reading,93,ogg
En046M210830R096.ogg,En,English,46,M,2108,21,8,30,R,Reading,96,ogg
En046M210831A104.ogg,En,English,46,M,2108,21,8,31,A,Answering,104,ogg
En046M210832A098.ogg,En,English,46,M,2108,21,8,32,A,Answering,98,ogg
En046M210833A096.ogg,En,English,46,M,2108,21,8,33,A,Answering,96,ogg
En046M210834A093.ogg,En,English,46,M,2108,21,8,34,A,Answering,93,ogg
En046M210835A097.ogg,En,English,46,M,2108,21,8,35,A,Answering,97,ogg
En046M210836A094.ogg,En,English,46,M,2108,21,8,36,A,Answering,94,ogg
En046M210837A128.ogg,En,English,46,M,2108,21,8,37,A,Answering,128,ogg
En046M210838A118.ogg,En,English,46,M,2108,21,8,38,A,Answering,118,ogg
En046M210839A117.ogg,En,English,46,M,2108,21,8,39,A,Answering,117,ogg
En046M210840R122.ogg,En,English,46,M,2108,21,8,40,R,Reading,122,ogg
En046M210841R116.ogg,En,English,46,M,2108,21,8,41,R,Reading,116,ogg
En046M210842R113.ogg,En,English,46,M,2108,21,8,42,R,Reading,113,ogg
En046M210843A112.ogg,En,English,46,M,2108,21,8,43,A,Answering,112,ogg
En046M210844A114.ogg,En,English,46,M,2108,21,8,44,A,Answering,114,ogg
En046M210845A111.ogg,En,English,46,M,2108,21,8,45,A,Answering,111,ogg
En046M210846V099.ogg,En,English,46,M,2108,21,8,46,V,AfterVideo,99,ogg
En046M210847V099.ogg,En,English,46,M,2108,21,8,47,V,AfterVideo,99,ogg
En046M210848V091.ogg,En,English,46,M,2108,21,8,48,V,AfterVideo,91,ogg
En046M210849V102.ogg,En,English,46,M,2108,21,8,49,V,AfterVideo,102,ogg
En046M210850R095.ogg,En,English,46,M,2108,21,8,50,R,Reading,95,ogg
En046M210851R093.ogg,En,English,46,M,2108,21,8,51,R,Reading,93,ogg
En046M210852R097.ogg,En,English,46,M,2108,21,8,52,R,Reading,97,ogg
En046M210853V099.ogg,En,English,46,M,2108,21,8,53,V,AfterVideo,99,ogg
En046M210854V094.ogg,En,English,46,M,2108,21,8,54,V,AfterVideo,94,ogg
En046M210855V100.ogg,En,English,46,M,2108,21,8,55,V,AfterVideo,100,ogg
En046M210856V094.ogg,En,English,46,M,2108,21,8,56,V,AfterVideo,94,ogg
En046M210857V095.ogg,En,English,46,M,2108,21,8,57,V,AfterVideo,95,ogg
En046M210858V094.ogg,En,English,46,M,2108,21,8,58,V,AfterVideo,94,ogg
En046M210859V095.ogg,En,English,46,M,2108,21,8,59,V,AfterVideo,95,ogg
En046M210860V096.ogg,En,English,46,M,2108,21,8,60,V,AfterVideo,96,ogg
En046M210861V092.ogg,En,English,46,M,2108,21,8,61,V,AfterVideo,92,ogg
En046M210862V094.ogg,En,English,46,M,2108,21,8,62,V,AfterVideo,94,ogg
En046M210863V093.ogg,En,English,46,M,2108,21,8,63,V,AfterVideo,93,ogg
En046M210864V092.ogg,En,English,46,M,2108,21,8,64,V,AfterVideo,92,ogg
En046M210865V096.ogg,En,English,46,M,2108,21,8,65,V,AfterVideo,96,ogg
En046M210866V087.ogg,En,English,46,M,2108,21,8,66,V,AfterVideo,87,ogg
En046M210867V091.ogg,En,English,46,M,2108,21,8,67,V,AfterVideo,91,ogg
En047F230901A095.ogg,En,English,47,F,2309,23,9,1,A,Answering,95,ogg
En047F230902A108.ogg,En,English,47,F,2309,23,9,2,A,Answering,108,ogg
En047F230904A108.ogg,En,English,47,F,2309,23,9,4,A,Answering,108,ogg
En047F230905A101.ogg,En,English,47,F,2309,23,9,5,A,Answering,101,ogg
En047F230906A099.ogg,En,English,47,F,2309,23,9,6,A,Answering,99,ogg
En047F230907A106.ogg,En,English,47,F,2309,23,9,7,A,Answering,106,ogg
En047F230908A103.ogg,En,English,47,F,2309,23,9,8,A,Answering,103,ogg
En047F230909A102.ogg,En,English,47,F,2309,23,9,9,A,Answering,102,ogg
En047F230910A094.ogg,En,English,47,F,2309,23,9,10,A,Answering,94,ogg
En047F230911A105.ogg,En,English,47,F,2309,23,9,11,A,Answering,105,ogg
En047F230912A102.ogg,En,English,47,F,2309,23,9,12,A,Answering,102,ogg
En047F230913A110.ogg,En,English,47,F,2309,23,9,13,A,Answering,110,ogg
En047F230914A105.ogg,En,English,47,F,2309,23,9,14,A,Answering,105,ogg
En047F230915A099.ogg,En,English,47,F,2309,23,9,15,A,Answering,99,ogg
En047F230916A096.ogg,En,English,47,F,2309,23,9,16,A,Answering,96,ogg
En047F230917R115.ogg,En,English,47,F,2309,23,9,17,R,Reading,115,ogg
En047F230919R106.ogg,En,English,47,F,2309,23,9,19,R,Reading,106,ogg
En047F230920R101.ogg,En,English,47,F,2309,23,9,20,R,Reading,101,ogg
En047F230921R102.ogg,En,English,47,F,2309,23,9,21,R,Reading,102,ogg
En047F230922R106.ogg,En,English,47,F,2309,23,9,22,R,Reading,106,ogg
En047F230923R107.ogg,En,English,47,F,2309,23,9,23,R,Reading,107,ogg
En047F230924R111.ogg,En,English,47,F,2309,23,9,24,R,Reading,111,ogg
En047F230925R101.ogg,En,English,47,F,2309,23,9,25,R,Reading,101,ogg
En047F230926R104.ogg,En,English,47,F,2309,23,9,26,R,Reading,104,ogg
En047F230927R107.ogg,En,English,47,F,2309,23,9,27,R,Reading,107,ogg
En047F230928R101.ogg,En,English,47,F,2309,23,9,28,R,Reading,101,ogg
En047F230929R100.ogg,En,English,47,F,2309,23,9,29,R,Reading,100,ogg
En047F230930A099.ogg,En,English,47,F,2309,23,9,30,A,Answering,99,ogg
En047F230931A102.ogg,En,English,47,F,2309,23,9,31,A,Answering,102,ogg
En047F230932A101.ogg,En,English,47,F,2309,23,9,32,A,Answering,101,ogg
En047F230933A114.ogg,En,English,47,F,2309,23,9,33,A,Answering,114,ogg
En047F230934A112.ogg,En,English,47,F,2309,23,9,34,A,Answering,112,ogg
En047F230935A110.ogg,En,English,47,F,2309,23,9,35,A,Answering,110,ogg
En047F230936A101.ogg,En,English,47,F,2309,23,9,36,A,Answering,101,ogg
En047F230937A108.ogg,En,English,47,F,2309,23,9,37,A,Answering,108,ogg
En047F230938A102.ogg,En,English,47,F,2309,23,9,38,A,Answering,102,ogg
En047F230939A103.ogg,En,English,47,F,2309,23,9,39,A,Answering,103,ogg
En047F230940R115.ogg,En,English,47,F,2309,23,9,40,R,Reading,115,ogg
En047F230941R106.ogg,En,English,47,F,2309,23,9,41,R,Reading,106,ogg
En047F230942R105.ogg,En,English,47,F,2309,23,9,42,R,Reading,105,ogg
En047F230943A106.ogg,En,English,47,F,2309,23,9,43,A,Answering,106,ogg
En047F230944A107.ogg,En,English,47,F,2309,23,9,44,A,Answering,107,ogg
En047F230945A103.ogg,En,English,47,F,2309,23,9,45,A,Answering,103,ogg
